churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
Yes,44.0,1,1,0.0,288.8,86.0,49.1,175.9,87.0,14.95,215.4,106.0,9.69,9.5,2.0,2.57,0.0
Yes,162.0,0,1,0.0,147.6,126.0,25.09,284.1,84.0,24.15,170.2,87.0,7.66,8.1,7.0,2.19,0.0
Yes,76.0,1,1,0.0,272.7,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0.0
Yes,168.0,1,1,0.0,160.6,110.0,27.3,185.2,120.0,15.74,120.2,104.0,5.41,9.1,4.0,2.46,1.0
Yes,87.0,1,1,0.0,240.0,83.0,40.8,134.1,106.0,11.4,189.1,84.0,8.51,9.3,2.0,2.51,0.0
Yes,29.0,1,1,0.0,313.2,103.0,53.24,216.3,151.0,18.39,218.4,106.0,9.83,12.8,4.0,3.46,2.0
Yes,127.0,1,1,0.0,271.2,110.0,46.1,213.5,80.0,18.15,201.8,102.0,9.08,13.2,4.0,3.56,0.0
Yes,115.0,0,1,0.0,345.3,81.0,58.7,203.4,106.0,17.29,217.5,107.0,9.79,11.8,8.0,3.19,1.0
Yes,135.0,0,0,41.0,173.1,85.0,29.43,203.9,107.0,17.33,122.2,78.0,5.5,14.6,15.0,3.94,0.0
Yes,115.0,1,1,0.0,275.5,76.0,46.84,225.8,82.0,19.19,327.3,87.0,14.73,4.8,2.0,1.3,3.0
Yes,54.0,1,1,0.0,272.6,83.0,46.34,248.7,74.0,21.14,197.4,111.0,8.88,9.5,2.0,2.57,1.0
Yes,141.0,1,1,0.0,264.3,90.0,44.93,216.4,101.0,18.39,208.8,72.0,9.4,9.6,3.0,2.59,0.0
Yes,123.0,1,1,0.0,222.4,90.0,37.81,286.3,104.0,24.34,300.8,95.0,13.54,9.9,3.0,2.67,2.0
Yes,111.0,1,1,0.0,294.7,90.0,50.1,294.6,72.0,25.04,260.1,121.0,11.7,10.8,3.0,2.92,1.0
Yes,79.0,1,1,0.0,268.3,114.0,45.61,185.5,111.0,15.77,264.6,88.0,11.91,6.3,7.0,1.7,1.0
Yes,112.0,1,1,0.0,272.5,119.0,46.33,226.1,94.0,19.22,159.1,94.0,7.16,16.4,4.432525252525252,4.43,1.569090909090909
Yes,77.0,0,0,44.0,103.2,117.0,17.54,236.3,86.0,20.09,203.5,101.0,9.16,11.9,2.0,3.21,0.0
Yes,94.0,1,1,0.0,255.1,96.0,43.37,276.9,67.0,23.54,226.5,74.0,10.19,10.6,2.0,2.86,0.0
Yes,122.0,1,1,0.0,231.2,141.0,39.3,267.8,136.0,22.76,240.3,100.0,10.81,8.8,5.0,2.38,1.0
Yes,154.0,1,1,0.0,350.8,75.0,59.64,216.5,94.0,18.4,253.9,100.0,11.43,10.1,9.0,2.73,1.0
Yes,49.0,1,1,0.0,266.3,90.0,45.27,207.8,117.0,17.66,205.0,98.0,9.23,14.0,2.0,3.78,2.0
Yes,40.0,1,1,0.0,309.4,86.0,52.6,271.3,98.0,23.06,197.1,116.0,8.87,11.2,5.0,3.02,3.0
Yes,108.0,1,1,0.0,112.0,105.0,19.04,193.7,110.0,16.46,208.9,93.0,9.4,4.1,4.0,1.11,4.0
Yes,193.0,1,1,0.0,96.8,92.0,16.46,142.6,103.0,12.12,210.1,115.0,9.45,10.9,5.0,2.94,2.0
Yes,136.0,1,1,0.0,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106.0,11.59,10.1,8.0,2.73,1.0
Yes,129.0,1,1,0.0,137.8,120.0,23.43,225.8,110.0,19.19,145.2,95.0,6.53,10.2,6.0,2.75,1.0
Yes,113.0,1,0,20.0,157.8,83.0,26.83,161.5,56.0,13.73,271.5,100.0,12.22,8.7,2.0,2.35,5.0
Yes,101.0,1,1,0.0,269.7,85.0,45.85,207.6,86.0,17.65,214.2,107.0,9.64,4.5,15.0,1.22,3.0
Yes,106.0,0,1,0.0,204.0,84.0,34.68,168.5,61.0,14.32,164.0,102.0,7.38,13.3,3.0,3.59,3.0
Yes,65.0,1,1,0.0,129.1,137.0,21.95,228.5,83.0,19.42,208.8,111.0,9.4,12.7,6.0,3.43,4.0
Yes,37.0,1,1,0.0,239.9,120.0,40.78,261.6,88.0,22.24,207.1,88.0,9.32,8.9,4.0,2.4,2.0
Yes,103.0,1,1,0.0,150.6,125.0,25.6,169.1,126.0,14.37,221.2,104.0,9.95,10.4,8.0,2.81,8.0
Yes,73.0,1,1,0.0,177.2,100.03878787878787,30.12,270.5,84.0,22.99,241.8,112.0,10.88,12.3,2.0,3.32,3.0
Yes,75.0,0,1,0.0,211.3,61.0,35.92,105.6,119.0,8.98,175.9,63.0,7.92,9.7,4.0,2.62,4.0
Yes,78.0,0,1,0.0,176.6,107.0,30.02,179.4,98.0,15.25,178.2,80.0,8.02,16.6,5.0,4.48,2.0
Yes,126.0,1,1,0.0,321.3,99.0,54.62,167.9,93.0,14.27,193.6,106.0,8.71,8.0,4.432525252525252,2.16,1.0
Yes,40.0,1,1,0.0,81.7,123.0,13.89,210.2,108.0,17.87,212.0,64.0,9.54,11.3,3.0,3.05,6.0
Yes,76.0,1,1,0.0,299.5,125.0,50.92,226.7,92.0,19.27,210.7,134.0,9.48,13.7,4.0,3.7,0.0
Yes,116.0,0,0,29.0,162.3,91.0,27.59,279.3,79.0,23.74,192.7,131.0,8.67,11.7,2.0,3.16,3.0
Yes,73.0,1,1,0.0,286.4,109.0,48.69,178.2,67.0,15.15,214.2,152.0,9.64,10.7,14.0,2.89,1.0
Yes,65.0,0,1,0.0,277.9,123.0,47.24,155.8,112.0,13.24,256.9,71.0,11.56,9.2,10.0,2.48,0.0
Yes,124.0,1,1,0.0,143.3,120.0,24.36,230.7,111.0,19.61,200.46569696969695,91.0,9.64,7.8,4.432525252525252,2.11,4.0
Yes,160.0,1,1,0.0,234.9,136.0,39.93,270.8,134.0,23.02,219.3,101.0,9.87,13.9,2.0,3.75,1.0
Yes,68.0,1,1,0.0,249.9,127.0,42.48,254.5,118.0,21.63,273.2,98.0,12.29,8.9,6.0,2.4,2.0
Yes,19.0,1,1,0.0,180.30662450726038,116.0,44.1,269.7,109.0,22.92,175.3,130.0,7.89,9.5,3.0,2.57,1.0
Yes,61.0,1,1,0.0,208.4,102.0,35.43,326.1,96.0,27.72,201.9,73.0,9.09,10.1,8.0,2.73,1.0
Yes,182.0,1,1,0.0,279.1,124.0,47.45,180.5,108.0,15.34,217.5,104.0,9.79,9.5,11.0,2.57,2.0
Yes,96.0,1,1,0.0,180.6,92.0,30.7,190.9,114.0,16.23,295.6,125.0,13.3,10.3,4.0,2.78,1.0
Yes,127.0,0,1,0.0,176.9,110.0,30.07,167.9,100.0,14.27,182.2,138.0,8.2,7.7,2.0,2.08,1.0
Yes,88.0,1,1,0.0,294.3,83.0,50.03,200.67979797979797,104.0,14.63,177.3,105.0,7.98,5.8,7.0,1.57,2.0
Yes,161.0,1,1,0.0,191.9,113.0,32.62,70.9,87.0,6.03,204.8,107.0,9.22,13.4,4.0,3.62,4.0
Yes,109.0,1,1,0.0,264.7,69.0,45.0,305.0,120.0,25.93,197.4,86.0,8.88,9.5,9.0,2.57,1.0
Yes,54.0,1,1,0.0,247.5,85.0,42.08,225.4,93.0,19.16,244.3,132.0,10.99,10.2,2.0,2.75,2.0
Yes,93.0,1,1,0.0,267.9,114.0,45.54,223.0,74.0,18.96,262.7,90.0,11.82,11.3,3.0,3.05,3.0
Yes,108.0,1,0,34.0,162.1,83.0,27.56,171.8,117.0,14.6,259.8,76.0,11.69,9.6,3.0,2.59,4.0
Yes,27.0,1,1,0.0,226.3,95.0,38.47,274.3,109.0,23.32,242.7,119.0,10.92,8.2,3.0,2.21,2.0
Yes,60.0,0,0,45.0,135.6,101.0,23.05,94.9,73.0,8.07,154.0,118.0,9.015240404040405,9.8,3.0,2.65,4.0
Yes,65.0,0,1,0.0,54.8,74.0,9.32,239.8,93.0,20.38,214.4,91.0,9.65,13.4,5.0,3.62,1.0
Yes,100.23829504382999,1,1,0.0,113.3,96.0,19.26,197.9,89.0,16.82,284.5,93.0,12.8,11.7,2.0,3.16,4.0
Yes,21.0,1,1,0.0,92.6,95.0,15.74,161.9,70.0,13.76,285.0,78.0,12.83,11.3,3.0,3.05,5.0
Yes,123.0,1,1,0.0,132.2,122.0,22.47,169.9,101.0,14.44,150.1,123.0,6.75,12.9,11.0,3.48,3.0
Yes,149.0,1,0,25.0,185.6,109.0,31.55,167.3,89.0,14.22,171.6,100.0,7.72,10.7,3.0,2.89,1.0
Yes,74.0,0,1,0.0,267.5,134.0,45.48,242.5,110.0,20.61,223.0,108.0,10.04,8.3,4.0,2.24,3.0
Yes,76.0,1,1,0.0,107.3,140.0,18.24,238.2,133.0,20.25,271.8,116.0,12.23,10.0,3.0,2.7,4.0
Yes,113.0,1,1,0.0,61.2,111.0,10.4,92.3,88.0,7.85,200.46569696969695,114.0,8.88,13.7,3.0,3.7,5.0
Yes,98.0,1,1,0.0,165.0,129.0,28.05,202.6,113.0,17.22,172.3,94.0,7.75,12.5,7.0,3.38,1.0
Yes,116.0,0,1,0.0,232.2,98.0,39.47,244.7,91.0,20.8,151.3,69.0,6.81,10.6,1.0,2.86,7.0
Yes,154.0,0,1,0.0,145.9,69.0,24.8,208.2,100.24383838383838,17.7,180.9,106.0,8.14,14.4,10.0,3.89,0.0
Yes,80.0,0,1,0.0,189.1,122.0,32.15,223.2,92.0,18.97,269.0,116.0,12.11,13.9,3.0,3.75,2.0
Yes,131.0,1,1,0.0,256.6,96.0,43.62,225.2,113.0,19.14,190.2,91.0,8.56,11.1,3.0,3.0,1.0
Yes,93.0,1,0,21.0,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2.0,3.19,4.0
Yes,103.0,1,1,0.0,278.4,121.0,47.33,252.2,139.0,21.44,202.3,96.0,9.1,13.7,1.0,3.7,1.0
Yes,79.0,1,1,0.0,261.7,97.0,44.49,210.6,48.0,17.9,256.7,83.0,11.55,6.0,3.0,1.62,3.0
Yes,88.0,1,1,0.0,73.3,86.0,12.46,161.4,82.0,13.72,239.6,76.0,10.78,8.2,3.0,2.21,4.0
Yes,68.0,0,1,0.0,197.7,99.0,33.61,188.8,106.0,16.05,254.6,80.0,11.46,19.2,4.0,5.18,3.0
Yes,131.0,0,1,0.0,122.3,83.0,20.79,118.8,94.0,10.1,147.9,95.0,6.66,13.7,3.0,3.7,3.0
Yes,62.0,0,0,32.0,218.4,93.0,37.13,236.7,132.0,20.12,192.2,137.0,8.65,13.2,3.0,3.56,0.0
Yes,108.0,0,1,0.0,115.1,114.0,19.57,211.3,70.0,17.96,136.1,85.0,6.12,13.8,3.0,3.73,2.0
Yes,53.0,1,1,0.0,261.2,119.0,44.4,250.8,105.0,21.32,176.0,112.0,7.92,9.8,2.0,2.65,0.0
Yes,72.0,1,0,38.0,84.3,116.0,14.33,267.2,127.0,22.71,167.7,75.0,7.55,8.3,6.0,2.24,4.0
Yes,97.0,0,1,0.0,145.0,103.0,24.65,294.3,93.0,25.02,239.8,120.0,10.79,11.0,2.0,2.97,4.0
Yes,92.0,0,1,0.0,252.3,120.0,42.89,207.0,112.0,17.6,284.6,95.0,12.81,12.0,5.0,3.24,3.0
Yes,112.0,1,1,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0
Yes,100.0,1,1,0.0,254.2,97.0,43.21,262.0,88.0,22.27,256.3,82.0,11.53,13.6,6.0,3.67,0.0
Yes,85.0,1,0,17.0,89.8,88.0,15.27,233.2,75.0,19.82,165.7,116.0,7.46,9.3,7.0,2.51,4.0
Yes,87.0,1,1,0.0,156.0,70.0,26.52,160.5,89.0,13.64,206.6,112.0,9.3,7.1,3.0,1.92,4.0
Yes,194.0,1,1,0.0,258.3,76.0,43.91,306.0,88.0,26.01,241.8,106.0,10.88,13.6,4.0,3.67,1.0
Yes,158.0,0,1,0.0,200.0,98.0,34.0,205.4,106.0,17.46,323.7,99.93292929292929,14.57,8.9,2.0,2.4,0.0
Yes,64.0,1,1,0.0,148.1,73.0,25.18,164.9,101.0,14.02,216.0,125.0,9.72,12.3,2.0,3.32,5.0
Yes,65.0,1,1,0.0,143.6,98.0,24.41,187.7,96.0,15.95,200.2,104.0,9.01,10.259010101010102,2.0,2.51,3.0
Yes,74.0,1,1,0.0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88.0,9.66,9.7,4.0,2.62,2.0
Yes,173.0,1,1,0.0,128.6,108.0,21.86,248.3,92.0,21.11,130.1,115.0,5.85,10.4,2.0,2.81,4.0
Yes,125.0,0,1,0.0,298.4,78.0,50.73,270.5,142.0,22.99,107.3,84.0,4.83,12.2,2.0,3.29,0.0
Yes,200.0,0,0,29.0,92.2,95.0,15.67,200.0,101.0,17.0,119.1,99.0,5.36,5.7,1.0,1.54,1.0
Yes,91.0,0,1,0.0,103.2,100.0,17.54,124.8,154.0,10.61,336.1,99.93292929292929,15.12,14.0,4.0,3.78,2.0
Yes,24.0,1,1,0.0,243.0,91.0,24.703795766140523,183.9,77.0,15.63,184.3,109.0,8.29,15.3,6.0,4.13,0.0
Yes,107.0,1,1,0.0,180.30662450726038,101.0,37.79,286.0,111.0,24.31,249.4,117.0,11.22,12.1,4.0,3.27,1.0
Yes,119.0,1,1,0.0,294.2,100.0,50.01,232.5,53.0,19.76,195.0,64.0,8.78,9.0,1.0,2.43,0.0
Yes,60.0,1,1,0.0,179.3,147.0,30.48,208.9,89.0,17.76,248.2,98.0,11.17,13.5,6.0,3.65,1.0
Yes,124.0,1,1,0.0,312.0,112.0,53.04,180.0,109.0,15.3,168.6,94.0,7.59,12.8,4.0,3.46,1.0
Yes,69.0,0,1,0.0,176.8,89.0,30.06,196.0,100.24383838383838,16.66,232.6,151.0,10.47,13.1,5.0,3.54,1.0
Yes,99.0,1,1,0.0,115.5,75.0,19.64,218.1,111.0,18.54,254.9,98.0,11.47,11.5,7.0,3.11,7.0
Yes,115.0,1,1,0.0,286.4,125.0,48.69,205.7,74.0,17.48,191.4,141.0,8.61,6.9,6.0,1.86,1.0
Yes,101.0,1,1,0.0,158.4,92.0,26.93,188.0,117.0,15.98,219.7,125.0,9.89,13.5,4.0,3.65,4.0
Yes,159.0,0,1,0.0,257.1,53.0,43.71,312.2,127.0,26.54,183.0,82.0,8.24,8.8,6.0,2.38,1.0
Yes,117.0,1,1,0.0,180.30662450726038,71.0,39.68,296.4,76.0,25.19,276.9,103.0,12.46,10.3,1.0,2.78,0.0
Yes,128.0,1,1,0.0,227.9,130.0,38.74,302.6,71.0,25.72,191.5,82.0,8.62,5.5,7.0,1.49,1.0
Yes,119.0,1,1,0.0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86.0,9.76,13.9,1.0,3.75,2.0
Yes,121.0,1,0,30.0,198.4,129.0,33.73,75.3,77.0,6.4,181.2,77.0,8.15,5.8,3.0,1.57,3.0
Yes,139.0,1,1,0.0,258.7,94.0,43.98,190.3,132.0,16.18,247.2,73.0,11.12,11.4,2.0,3.08,1.0
Yes,112.0,1,1,0.0,351.5,95.0,59.76,206.8,108.0,17.58,275.8,146.0,12.41,11.9,4.0,3.21,1.0
Yes,89.0,0,0,19.0,112.6,114.0,19.14,261.7,132.0,22.24,123.5,116.0,5.56,11.1,2.0,3.0,0.0
Yes,111.0,1,1,0.0,123.1,88.0,20.93,213.9,84.0,18.18,184.9,88.0,9.015240404040405,12.0,2.0,3.24,5.0
Yes,123.0,0,1,0.0,125.5,106.0,21.34,128.9,96.0,10.96,251.9,129.0,11.34,6.3,6.0,1.7,4.0
Yes,147.0,0,1,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,0.0
Yes,120.0,0,1,0.0,202.0,123.0,34.34,184.3,78.0,15.67,176.0,89.0,7.92,7.4,2.0,2.0,2.0
Yes,65.0,1,1,0.0,244.5,72.0,41.57,206.2,88.0,17.53,299.8,110.0,13.49,7.6,1.0,2.05,5.0
Yes,115.0,0,1,0.0,251.3,69.0,42.72,252.5,96.0,21.46,118.3,112.0,5.32,9.9,1.0,2.67,3.0
Yes,64.0,1,1,7.763636363636364,297.8,88.0,30.62938639792639,196.0,89.0,16.66,213.7,107.0,9.62,12.0,2.0,2.772088170957108,1.0
Yes,72.0,1,1,0.0,287.4,116.0,48.86,235.3,126.0,20.0,200.46569696969695,114.0,13.14,5.0,3.0,1.35,4.0
Yes,30.0,1,1,0.0,112.9,81.0,19.19,224.8,68.0,19.11,188.4,122.0,8.48,11.3,7.0,3.05,4.0
Yes,154.0,1,1,0.0,283.6,115.0,48.21,181.3,103.0,15.41,306.1,60.0,13.77,8.8,5.0,2.38,0.0
Yes,89.0,1,1,0.0,208.4,112.0,35.43,189.5,116.0,16.11,264.4,101.0,11.9,16.8,1.0,4.54,0.0
Yes,73.0,1,1,0.0,217.8,91.0,37.03,220.6,97.0,18.75,277.3,89.0,12.48,10.3,6.0,2.78,1.0
Yes,132.0,0,1,0.0,144.3,70.0,24.53,231.5,125.0,19.68,304.3,137.0,13.69,7.0,2.0,1.89,1.0
Yes,100.0,1,1,0.0,264.5,117.0,44.97,194.0,111.0,16.49,262.7,111.0,11.82,7.5,4.0,2.03,2.0
Yes,41.0,1,1,0.0,102.9,114.0,17.49,107.9,119.0,9.17,277.6,99.0,12.49,11.0,4.0,2.97,6.0
Yes,133.0,1,0,44.0,174.0,80.0,29.58,209.4,113.0,17.8,224.1,87.0,10.08,14.1,7.0,3.81,2.0
Yes,113.0,1,1,0.0,245.3,108.0,41.7,259.9,140.0,22.09,204.3,115.0,9.19,10.7,2.0,2.772088170957108,3.0
Yes,161.0,1,1,0.0,159.6,102.0,27.13,212.6,119.0,18.07,151.4,83.0,6.81,12.6,7.0,3.4,5.0
Yes,85.0,1,1,0.0,165.8,96.0,28.19,190.0,141.0,16.15,144.0,116.0,6.48,10.9,3.0,2.94,5.0
Yes,2.0,0,1,0.0,132.1,42.0,22.46,138.9,88.0,11.81,192.6,119.0,8.67,9.1,1.0,2.46,2.0
Yes,93.0,0,1,0.0,312.0,109.0,53.04,129.4,100.0,11.0,217.6,74.0,9.79,10.5,2.0,2.84,0.0
Yes,58.0,1,1,0.0,112.2,95.0,19.07,209.6,108.0,17.82,260.9,78.0,11.74,13.9,1.0,3.75,1.569090909090909
Yes,110.0,0,0,27.0,267.9,103.0,45.54,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2.0,2.772088170957108,1.0
Yes,166.0,0,1,0.0,47.7,89.0,8.11,264.4,95.0,22.47,235.2,97.0,10.58,13.2,3.0,3.56,0.0
Yes,92.0,1,0,29.0,201.3,130.0,34.22,203.7,115.0,17.31,129.9,113.0,5.85,6.4,6.0,1.73,1.0
Yes,105.0,1,1,0.0,273.8,97.0,46.55,289.7,106.0,24.62,269.1,126.0,12.11,5.8,3.0,1.57,2.0
Yes,100.0,1,1,0.0,70.8,94.0,12.04,215.6,102.0,18.33,230.8,125.0,10.39,9.5,1.0,2.57,6.0
Yes,48.0,1,0,22.0,152.0,63.0,25.84,258.8,131.0,22.0,263.2,109.0,11.84,15.7,5.0,4.24,2.0
Yes,78.0,0,1,0.0,71.5,126.0,12.16,166.8,127.0,14.18,211.6,86.0,9.52,8.3,2.0,2.24,3.0
Yes,153.0,1,1,0.0,159.5,103.0,27.12,275.5,90.0,23.42,176.7,126.0,7.95,10.1,2.0,2.73,1.0
Yes,23.0,1,1,0.0,321.6,107.0,54.67,251.6,115.0,21.39,141.1,158.0,6.35,11.3,3.0,3.05,2.0
Yes,150.0,1,1,0.0,178.9,101.0,30.41,169.1,110.0,14.37,148.6,100.0,6.69,13.8,3.0,3.73,4.0
Yes,122.0,1,1,0.0,273.8,94.0,46.55,237.1,131.0,20.15,295.9,89.0,13.32,10.4,2.0,2.81,3.0
Yes,152.0,0,0,41.0,146.8,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,1.0
Yes,137.0,0,1,0.0,237.3,103.0,30.62938639792639,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0.0
Yes,152.0,1,1,0.0,298.1,113.0,50.68,228.0,119.0,19.38,228.1,98.0,10.26,8.2,4.0,1.664184995702098,4.0
Yes,100.23829504382999,0,1,0.0,275.9,84.0,46.9,203.0,91.0,17.26,211.4,108.0,9.51,6.7,4.0,1.81,2.0
Yes,80.0,0,1,0.0,275.4,89.0,46.82,186.7,66.0,15.87,201.3,87.0,9.06,9.4,2.0,2.54,0.0
Yes,107.0,0,1,0.0,133.3,106.0,22.66,182.9,89.0,15.55,241.1,123.0,10.85,12.9,2.0,3.48,3.0
Yes,23.0,1,1,0.0,155.6,122.0,26.45,223.8,82.0,19.02,50.9,130.0,2.29,10.6,3.0,2.86,4.0
Yes,82.0,1,1,0.0,189.2,81.0,32.16,184.4,117.0,15.67,255.8,83.0,11.51,10.6,5.0,2.86,3.0
Yes,127.0,0,1,0.0,324.3,107.0,55.13,141.6,90.0,12.04,207.6,90.0,9.34,10.259010101010102,7.0,3.46,1.0
Yes,56.0,1,1,0.0,162.3,99.0,27.59,149.1,78.0,12.67,255.5,115.0,11.5,14.8,4.432525252525252,4.0,4.0
Yes,209.0,1,1,0.0,255.1,124.0,43.37,230.6,110.0,19.6,218.0,69.0,9.81,8.5,5.0,2.3,3.0
Yes,64.0,1,1,0.0,160.6,110.0,27.3,171.9,97.0,14.61,105.2,56.0,4.73,7.3,2.0,1.97,0.0
Yes,111.0,1,1,0.0,284.4,89.0,48.35,200.67979797979797,113.0,13.35,242.8,91.0,10.93,8.4,8.0,2.27,0.0
Yes,59.0,1,1,0.0,119.0,119.0,20.23,134.5,115.0,11.43,298.6,75.0,13.44,10.259010101010102,6.0,2.43,2.0
Yes,137.0,0,1,0.0,258.0,112.0,43.86,246.5,117.0,20.95,173.2,100.0,7.79,10.9,3.0,2.94,0.0
Yes,42.0,1,1,0.0,303.9,100.03878787878787,51.66,232.2,54.0,19.74,147.1,76.0,6.62,5.8,3.0,1.57,1.0
Yes,90.0,0,1,0.0,148.2,96.0,25.19,220.4,111.0,18.73,134.2,97.0,6.04,9.2,1.0,2.48,4.0
Yes,173.0,1,1,0.0,291.8,143.0,49.61,214.3,134.0,18.22,151.2,119.0,6.8,9.9,2.0,2.67,0.0
Yes,24.0,1,1,0.0,149.0,73.0,25.33,131.0,81.0,11.14,238.6,69.0,9.015240404040405,8.6,3.0,2.32,2.0
Yes,59.0,1,1,0.0,155.5,92.0,26.44,192.3,104.0,16.35,123.3,106.0,5.55,10.5,3.0,2.84,4.0
Yes,60.0,0,0,29.0,265.9,113.0,45.2,215.8,94.0,18.34,108.1,82.0,4.86,14.0,12.0,3.78,0.0
Yes,107.0,1,1,0.0,294.9,71.0,50.13,192.8,78.0,16.39,148.1,87.0,6.66,13.2,5.0,3.56,1.0
Yes,118.0,1,0,7.763636363636364,170.8,114.0,29.04,199.5,125.0,16.96,169.7,98.0,7.64,9.6,5.0,2.59,5.0
Yes,77.0,1,0,33.0,143.0,101.0,24.31,212.2,102.0,18.04,104.9,120.0,4.72,15.3,4.0,4.13,5.0
Yes,57.0,0,1,0.0,115.0,65.0,19.55,122.3,96.0,10.4,245.0,75.0,11.03,6.4,1.0,1.73,0.0
Yes,178.0,0,1,0.0,124.5,134.0,21.17,141.2,78.0,12.0,268.2,113.0,12.07,11.4,2.0,3.08,2.0
Yes,60.44055345651977,0,0,26.0,198.8,115.0,33.8,166.6,67.0,14.16,198.5,118.0,8.93,14.4,3.0,3.89,1.0
Yes,184.0,1,1,0.0,236.4,73.0,40.19,287.3,120.0,24.42,192.0,94.0,8.64,10.259010101010102,4.0,3.73,1.0
Yes,74.0,0,1,0.0,125.8,103.0,21.39,207.7,96.0,17.65,207.4,143.0,9.33,14.1,4.0,3.81,1.0
Yes,102.0,1,1,0.0,171.6,100.03878787878787,29.17,219.4,111.0,18.65,242.1,85.0,10.89,12.1,4.0,3.27,0.0
Yes,114.0,1,1,0.0,247.8,95.0,42.13,255.1,98.0,21.68,224.1,105.0,10.08,9.5,6.0,2.57,1.0
Yes,131.0,1,1,0.0,103.5,105.0,17.6,174.1,103.0,14.8,248.2,95.0,11.17,11.7,2.0,3.16,5.0
Yes,95.0,1,1,0.0,180.30662450726038,120.0,45.73,233.7,120.0,19.86,179.3,61.0,8.07,7.3,4.0,1.97,2.0
Yes,63.0,1,1,0.0,162.5,86.0,27.63,165.4,112.0,14.06,163.7,67.0,7.37,13.4,6.0,3.62,4.0
Yes,17.0,0,1,0.0,162.8,118.0,27.68,229.6,91.0,19.52,332.7,94.0,14.97,13.6,3.0,3.67,1.569090909090909
Yes,68.0,1,1,0.0,162.1,86.0,27.56,155.0,86.0,13.18,189.7,87.0,8.54,11.0,9.0,2.97,5.0
Yes,95.0,1,1,0.0,128.6,115.0,21.86,216.2,88.0,18.38,255.3,96.0,11.49,6.3,2.0,1.7,6.0
Yes,68.0,1,1,0.0,213.9,112.0,36.36,260.5,100.0,22.14,233.8,97.0,10.52,8.4,3.0,2.27,1.0
Yes,88.0,0,1,0.0,235.1,98.0,39.97,251.8,79.0,21.4,285.9,76.0,12.87,7.2,2.0,1.94,4.0
Yes,82.0,1,1,0.0,300.3,109.0,51.05,181.0,100.0,15.39,270.1,73.0,12.15,11.7,4.0,3.16,0.0
Yes,87.0,1,1,0.0,297.4,63.0,50.56,118.4,108.0,10.06,242.3,72.0,10.9,11.0,2.0,2.97,2.0
Yes,55.0,0,1,0.0,191.9,91.0,32.62,256.1,110.0,21.77,203.7,101.0,9.17,14.3,6.0,3.86,1.0
Yes,97.0,0,1,0.0,236.9,107.0,40.27,157.6,105.0,13.4,241.0,120.0,10.85,7.3,2.0,1.97,0.0
Yes,116.0,1,1,0.0,271.0,114.0,46.07,209.9,71.0,17.84,193.5,109.0,8.71,13.7,2.0,3.7,5.0
Yes,40.0,1,1,0.0,169.7,115.0,28.85,141.4,123.0,12.02,253.0,115.0,11.39,10.5,3.0,2.772088170957108,4.0
Yes,33.0,1,0,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,12.56,13.9,11.0,3.75,4.0
Yes,69.0,0,0,33.0,271.5,98.0,46.16,253.4,102.0,21.54,165.4,85.0,7.44,8.2,2.0,2.21,1.0
Yes,109.0,0,0,36.0,244.2,147.0,41.51,199.7,65.0,16.97,144.4,109.0,6.5,15.4,3.0,4.16,2.0
Yes,62.0,1,1,0.0,248.7,109.0,42.28,220.0,118.0,18.7,265.7,78.0,11.96,13.2,2.0,3.56,1.0
Yes,47.0,0,1,0.0,135.0,108.0,22.95,176.3,111.0,14.99,144.6,96.0,6.51,10.5,1.0,2.84,1.0
Yes,66.0,1,1,0.0,154.0,133.0,26.18,198.9,121.0,16.91,151.9,100.0,6.84,9.5,3.0,2.57,4.0
Yes,155.0,1,1,0.0,203.4,100.0,34.58,190.9,104.0,16.23,196.0,119.0,8.82,8.9,4.0,2.4,0.0
Yes,159.0,1,1,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5.0,2.81,1.0
Yes,150.0,1,1,0.0,150.9,92.0,25.65,191.0,106.0,16.24,223.6,107.0,10.06,8.3,4.0,2.24,5.0
Yes,93.0,1,1,0.0,271.1,101.0,46.09,237.4,133.0,20.18,145.4,103.0,6.54,8.4,6.0,2.27,1.0
Yes,100.0,1,1,0.0,303.0,93.0,51.51,175.6,89.0,14.93,135.2,102.0,6.08,10.4,5.0,2.81,1.0
